,City,cityID,clusterID,Typology,Country,Car Modeshare (%),Public Transit Modeshare (%),Bicycle Modeshare (%),Walking Modeshare (%),Gasoline Pump Price (USD/liter),Road Deaths Rate (per 1000),Subway Length (km),Subway Length Density (per km),Subway Stations per Hundred Thousand,Subway Ridership per Capita,Subway Age (years),BRT Length (km),BRT System Length Density (per km),BRT Stations per Hundred Thousand Persons,BRT Fleet per Hundred Thousand Persons,BRT Annual Ridership per Capita,BRT Age (years),Bikeshare Stations,Bikeshare Stations per Hundred Thousand Persons,Bikeshare Number of Bikes,Bikeshare Bicycles per Hundred Thousand Persons,Bikeshare Age (years),Congestion (%),Congestion AM Peak (%),Congestion PM Peak (%),Traffic Index,Travel Time Index,Inefficiency Index,Population,Land Area (sq. km),Population Density (per sq. km),Population Change 1990 – 2000,Population Change 2000 – 2010,Population Change 2010 – 2020,Population Change 2020 – 2025,Urbanization Rate 2015 (%),Urbanization Rate Change 2015 – 2025 (pp),GDP per Capita (USD),Unemployment Rate (%),Cost of Living Index,Rent Index,Grocery Index,Restaurant Price Index,Local Purchasing Power Index,Gini Coefficient,Poverty Rate (%),Life Expectancy (years),Safety Index,Internet Penetration,Digital Penetration,Innovation Index,Smartphone Penetration (%),CO2 Emissions per Capita (metric tonnes),Pollution Index ,Street length total (m),Street Length Density (m/sq. km),Street Length Average (m),Intersection Count,Intersection Density (per sq. km),Degree Average,Streets per Node,Circuity,Self-Loop Proportion,Highway Proportion,Metro Propensity Factor,BRT Propensity Factor,BikeShare Propensity Factor,Development Factor,Sustainability Factor,Population Factor,Congestion Factor,Sprawl Factor,Network Density Factor,AvgTemperature,coordinates,Temperature,Humidity,Location
76,Douala,31.0,1.0,Congested Emerging,Cameroon,2.0,10.0,,60.0,1.19,27.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,,,,,,,3060000.0,205.0,15000.0,549774.0,857783.0,1059752.0,575251.0,54.4,5.2,1495.4,,,,,,,0.46,12.2,57.3,,17.7,0.16,21.0,,0.306750488,,,,,,,,,,,,0.0481088285,0.040965356,0.3400985808,0.0227330238,0.3228190671,0.2531625793,0.6639922771,0.2670959573,0.3407767379,,"(4.0429408, 9.706203)",29.44,87,"(4.0429408, 9.706203)"
77,Wuhan,48.0,12.0,MetroBike Emerging,China,21.0,34.0,22,23.0,1.16,18.8,128.7,0.097426192,1.338582677,74.54068241,13.0,0.0,0.0,0.0,0.0,0.0,0.0,718,9.422572179,90000.0,1181.102362,9.0,35.0,54.0,67.0,,,,7620000.0,1321.0,5800.0,3220264.0,2266272.0,2737255.0,1086068.0,55.6,9.8,17015.0,3.52,,,,,,0.37,,76.1,,50.1,0.43,37.0,58.0,7.550916485,89.81,4501492.285,4123643113.0,256.115856,10326.0,916.061353,4.583051992,2.9791526,1.061556586,0.001694291,0.025208273,0.3477335913,0.0834365508,0.8630124706,0.2818252704,0.6941974107,0.482783871,0.5484828972,0.6213338897,0.3740492123,,"(30.5951051, 114.2999353)",2.26,93,"(30.5951051, 114.2999353)"
78,Changsha,66.0,12.0,MetroBike Emerging,China,23.8,43.0,20.0,3.2,1.16,18.8,50.2,0.076060606,1.139072848,33.90728477,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,45.0,70.0,82.0,,,,3775000.0,660.0,5700.0,1093269.0,1029444.0,1260780.0,468987.0,55.6,9.8,18688.0,2.89,,,,,,0.32,,76.1,,50.1,0.43,,58.0,7.550916485,,4079170.243,3649871086.0,286.4384694,8083.0,894.7582151,4.50311092,3.066294787,1.062407292,0.001238744,0.047083875,0.2226943304,0.0588401629,0.394077869,0.2839395818,0.6855848089,0.2988240648,0.6500417075,0.6800488041,0.2854412523,,"(28.2302056, 112.9335861)",6.18,93,"(28.2302056, 112.9335861)"
79,Belo Horizonte,23.0,4.0,BusTransit Dense,Brazil,32.6,28.1,0.4,34.8,1.33,22.5,28.1,0.025827206,0.416666667,14.12280702,31.0,39.3,0.036121324,1.820175439,67.23684211,68.90618421,43.0,40,0.877192983,400.0,8.771929825,4.0,27.0,42.0,59.0,226.83,50.36,239.31,4560000.0,1088.0,4200.0,1111260.0,747494.0,810432.0,339642.0,85.7,2.1,20134.0,,47.76,13.39,38.16,35.03,44.19,0.57,,75.0,31.09,54.2,0.5,37.0,41.0,2.465870235,54.57,7053055.765,10416037079.0,110.6188169,37597.0,1476.811956,5.473719971,3.096627032,1.047105393,0.002074726,0.008805306,0.2467276345,0.7999311336,0.4345957286,0.3330464182,0.1905291576,0.1527144289,0.496503552,0.4534856795,0.6045766286,,"(-19.9227318, -43.9450948)",17.53,57,"(-19.9227318, -43.9450948)"
80,Mumbai,114.0,3.0,Congested Boomer,India,15.0,45.0,6,27.0,1.27,3.2,11.4,0.012939841,0.052436094,4.369674459,3.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,6.0,,,,301.49,62.05,288.09,22885000.0,881.0,26000.0,3930364.0,3055196.0,4239060.0,2895829.0,32.7,4.3,7005.0,11.7,29.35,21.35,29.33,22.2,69.47,0.37,13.7,55.5,51.17,28.3,0.32,43.0,17.0,1.590272829,88.27,1738098.622,1449919058.0,124.2475246,8221.0,834.1983819,5.073402062,2.884639175,1.069183997,0.002072665,0.0192984,0.150545897,0.0479218688,0.4485128691,0.1766024126,0.2154115146,0.7341190882,0.6602842271,0.1091474612,0.3120215189,,"(18.9387711, 72.8353355)",30.25,61,"(18.9387711, 72.8353355)"
81,Bratislava,222.0,5.0,Hybrid Moderate,Slovakia,15.0,82.5,0,2.5,1.72,4.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35,5.306423198,100.0,15.16120914,2.0,25.0,54.0,53.0,104.94,33.22,140.92,659578.0,368.0,1792.0,-13525.0,3388.0,2318.0,-1679.0,53.6,0.0,47022.0,,48.93,20.66,42.59,37.95,74.4,,,76.7,69.28,79.0,0.59,38.0,,10.0,41.86,1765452.055,2439974094.0,145.0659042,7115.0,1382.067606,4.514455315,2.675607343,1.068175694,0.003798578,0.034249681,0.1406819017,0.108812851,0.4155100399,0.5131791902,0.4699110991,0.0285102186,0.4860237749,0.3034032138,0.2436789632,51.8,"(48.1516988, 17.1093063)",-5.25,92,"(48.1516988, 17.1093063)"
82,Davao,198.0,1.0,Congested Emerging,Philippines,,,,,0.98,10.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,,,,125.45,32.12,129.1,2245000.0,130.0,17300.0,298006.0,370204.0,477271.0,300471.0,44.4,0.5,2753.3,,31.54,6.01,29.5,14.56,41.51,0.44,13.0,68.5,71.66,43.0,0.43,,22.0,1.006838603,60.57,4215901.82,960158895.9,138.027168,18211.0,227.7469772,5.403072752,2.756574785,1.105443652,0.002391904,0.0,0.0851120185,0.0550320124,0.4035977438,0.1478191062,0.3967684677,0.128552671,0.6267010484,0.2220689647,0.2358747755,,"(7.0644576, 125.6083647)",28.23,100,"(7.0644576, 125.6083647)"
83,Jinan,60.0,12.0,MetroBike Emerging,China,21.0,34.0,22,23.0,1.16,18.8,0.0,0.0,0.0,0.0,0.0,84.0,0.106329114,2.596401028,5.01285347,16.96658098,10.0,0,0.0,0.0,0.0,0.0,,,,,,,3890000.0,790.0,4900.0,668640.0,989566.0,1239395.0,496999.0,55.6,9.8,13859.0,2.4,,,,,,0.32,,76.1,,50.1,0.43,33.0,58.0,7.550916485,,1970190.1,1935564099.0,359.852073,3181.0,982.425046,4.72152253,3.086481948,1.057626193,0.002252519,0.050299396,0.0842961729,0.4028451022,0.3910180323,0.2868170263,0.7609686589,0.3042028604,0.563925538,0.7123517062,0.2190842597,,"(36.6507007, 117.1140042)",-1.85,61,"(36.6507007, 117.1140042)"
84,Budapest,112.0,9.0,MassTransit Heavyweight,Hungary,35.0,45.0,2,18.0,1.42,4.4,38.2,0.039340886,2.08,120.96,121.0,0.0,0.0,0.0,0.0,0.0,0.0,75,3.0,1100.0,44.0,2.0,22.0,41.0,46.0,112.81,34.13,97.26,2500000.0,971.0,2600.0,-217961.0,-56645.0,107349.0,76400.0,71.2,4.1,22859.0,8.8,45.47,15.78,34.88,35.15,53.62,0.3,,75.9,60.81,72.6,0.63,44.0,,9.5,52.4,6047711.911,6686446572.0,135.1957595,26692.0,1105.615921,5.331751337,2.999131016,1.036275278,0.000451337,0.007843893,0.5862240468,0.1191125521,0.4731728829,0.4412980334,0.503136865,0.0546414158,0.3660265052,0.3668492112,0.5585707204,52.9,"(47.48138955, 19.14607278448202)",-2.83,84,"(47.48138955, 19.14607278448202)"
85,Shenzhen,46.0,11.0,MetroBike Giant,China,19.3,16.7,6.2,50.0,1.19,18.8,230.0,0.131578947,1.217320261,91.66666667,13.0,0.0,0.0,0.0,0.0,0.0,0.0,16,0.130718954,350.0,2.859477124,8.0,44.0,62.0,84.0,,,,12240000.0,1748.0,7000.0,5675414.0,3672079.0,3998630.0,1323514.0,55.6,9.8,26071.0,2.6,53.63,33.47,58.26,35.59,83.53,0.49,0.15,76.795,64.18,50.1,0.43,44.0,58.0,7.550916485,81.76,12722589.39,2733554785.0,237.2555085,31306.0,214.8583674,4.533975506,2.952222375,1.084999946,0.001990992,0.049656965,0.4363651652,0.0980861306,0.4039157647,0.3936876844,0.5527480684,0.6826308116,0.6598615391,0.6294909355,0.3132199564,,"(22.555454, 114.0543297)",12.52,77,"(22.555454, 114.0543297)"
86,Johannesburg,224.0,5.0,Hybrid Moderate,South Africa,37.0,32.0,0.2,30.9,1.21,15.0,0.0,0.0,0.0,0.0,0.0,44.0,0.016988417,0.150202195,3.200462161,1.455805893,9.0,0,0.0,0.0,0.0,0.0,30.0,62.0,60.0,224.56,45.65,235.9,8655000.0,2590.0,3300.0,833742.0,1031069.0,657545.0,311826.0,64.8,4.6,16370.0,37.0,43.27,18.72,35.89,39.65,117.45,0.75,39.2,55.5,18.38,52.6,0.45,36.0,37.0,8.859169093,73.1,9666874.868,8521507629.0,161.0340641,35002.0,881.5162858,5.479959298,2.976621249,1.076954028,0.005796996,0.020939199,0.0934939319,0.273154483,0.3938288559,0.304279638,0.1004979413,0.239876764,0.5298311932,0.330613935,0.4925790472,,"(-26.205, 28.049722)",15.86,81,"(-26.205, 28.049722)"
87,Mexico City,165.0,4.0,BusTransit Dense,Mexico,20.7,71.3,1,,0.93,11.7,226.5,0.109314672,0.963914978,80.27681661,48.0,56.0,0.027027027,0.874938211,1.097,5.95,13.0,452,2.234305487,6500.0,32.13049926,8.0,66.0,96.0,101.0,260.1,51.88,294.61,20230000.0,2072.0,9800.0,2709619.0,2120752.0,3096579.0,1342029.0,79.2,2.6,20960.0,6.4,36.39,16.86,33.15,33.0,58.33,0.49,40.0,81.2,34.97,49.2,0.5,43.0,35.0,3.4,88.03,17838728.13,14925914933.0,97.88107553,105476.0,836.7140763,5.220072419,3.062942644,1.037430653,0.001870152,0.01343479,0.543808417,0.341432713,0.5425023461,0.3185579577,0.1315640174,0.4595697776,1.0,0.5386455088,0.7658393125,59.3,"(19.4326296, -99.1331785)",13.11,42,"(19.4326296, -99.1331785)"
88,Naples,141.0,10.0,MassTransit Moderate,Italy,60.0,26.0,0,13.0,1.95,4.0,20.2,0.019745846,0.594594595,12.43243243,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,33.0,47.0,59.0,,,,3700000.0,1023.0,3600.0,24246.0,116224.0,214807.0,98921.0,69.0,1.9,23664.0,24.3,67.85,21.49,63.5,61.38,48.39,,,82.7,36.57,58.5,0.72,40.0,60.0,6.6,,1924741.72,7425771812.0,114.6088913,10062.0,3858.061439,4.284947984,2.745123537,1.098639433,0.001934676,0.022012865,0.158667834,0.131958203,0.3781682323,0.5429183554,0.3650664303,0.0557765929,0.4145818354,0.0922910916,0.447953449,,"(40.8359336, 14.2487826)",10.33,66,"(40.8359336, 14.2487826)"
89,Guangzhou,45.0,11.0,MetroBike Giant,China,21.0,32.0,9,38.0,1.19,18.8,240.0,0.062827225,0.767590618,127.9317697,20.0,22.9,0.005994764,0.138592751,5.271855011,13.59275053,8.0,50,0.26652452,4840.0,25.79957356,2.0,44.0,58.0,85.0,,,,18760000.0,3820.0,4900.0,4257955.0,3155471.0,3681568.0,1307067.0,55.6,9.8,22218.0,2.2,44.46,22.07,45.95,26.19,74.91,0.41,1.59,78.095,61.17,50.1,0.43,43.0,58.0,7.550916485,92.44,44563520.24,2507192998.0,284.3312442,91239.0,56.26110739,4.493700165,2.949911614,1.080827646,0.001506547,0.060688095,0.4731155046,0.1961571948,0.4122208594,0.3501758308,0.587416109,0.6559029371,0.6874890868,0.8697121409,0.3663012943,71.9,"(23.1301964, 113.2592945)",9.7,67,"(23.1301964, 113.2592945)"
90,Asuncion,194.0,1.0,Congested Emerging,Paraguay,,,,,1.06,20.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,,,,,,,2895000.0,648.0,4500.0,416192.0,565756.0,704019.0,362668.0,59.7,2.9,3925.6,,34.08,9.81,27.51,27.37,42.42,0.5,16.2,74.0,,36.9,0.39,25.0,,0.769054525,,6024194.096,5269652274.0,110.9939032,30998.0,874.7480892,5.788379485,3.11583288,1.022520518,9.89e-05,0.001011949,0.0845584643,0.0779388163,0.3833965253,0.1175186783,0.2847188006,0.1542053304,0.6761260701,0.3496918926,0.487926297,,"(-25.2800459, -57.6343814)",26.55,88,"(-25.2800459, -57.6343814)"
91,Abu Dhabi,260.0,7.0,Auto Sprawl,United Arab Emirates,72.0,5.0,,12.0,0.61,10.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11,0.648967552,75.0,4.424778761,2.0,20.0,23.0,25.0,109.04,24.27,90.32,1695000.0,803.0,2100.0,154693.0,383783.0,669841.0,185319.0,85.5,2.2,61009.0,,63.01,70.44,52.47,64.04,137.09,,,77.1,84.94,93.2,0.64,44.0,,18.70823579,56.58,38968263.02,263044588.6,194.0177099,126917.0,6.750226162,4.606203077,2.941590879,1.069916211,0.005068387,0.027096945,0.0412036368,0.1340780965,0.3395173694,0.7298919831,0.5531421724,0.0877146187,0.1117308851,0.8612972259,0.2556057465,75.7,"(24.4747961, 54.3705762)",24.16,83,"(24.4747961, 54.3705762)"
92,Milan,140.0,10.0,MassTransit Moderate,Italy,36.0,41.0,6,17.0,2.12,4.8,101.0,0.053410894,2.144212524,88.86148008,53.0,0.0,0.0,0.0,0.0,0.0,0.0,280,5.313092979,4650.0,88.23529412,10.0,30.0,61.0,54.0,138.82,38.03,130.53,5270000.0,1891.0,2800.0,-78063.0,-68858.0,101801.0,111467.0,69.0,1.9,58763.0,7.9,77.67,39.13,66.92,85.01,84.06,0.33,12.9,82.7,53.61,58.5,0.72,49.0,60.0,7.4,63.9,3008753.632,9795309973.0,99.15808036,18471.0,3255.603871,4.238780778,3.022637014,1.05133952,0.001873843,0.03237856,0.4482875242,0.1230564655,0.4650730787,0.6938970145,0.4771415149,0.0770567338,0.477753495,0.1924656676,0.5730358978,44.8,"(45.4668, 9.1905)",2.72,67,"(45.4668, 9.1905)"
93,Bordeaux,96.0,10.0,MassTransit Moderate,France,67.0,9.0,3,21.0,1.76,7.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,139,14.63157895,1545.0,162.6315789,2.0,31.0,58.0,67.0,,,,950000.0,812.0,1200.0,64879.0,77482.0,133236.0,65039.0,79.5,2.2,41631.0,9.0,,,,,,,,82.4,,83.3,0.72,41.0,49.0,5.8,,1016051.401,10465210107.0,95.5474329,6482.0,10299.88256,4.586547835,2.976465673,1.047528362,0.003886325,0.008597914,0.0245534285,0.1418795871,0.4556899845,0.6524898289,0.4229619817,0.0262698298,0.4062082014,0.138671013,0.6216647526,44.4,"(44.841225, -0.5800364)",0.27,80,"(44.841225, -0.5800364)"
94,New York(NY),267.0,9.0,MassTransit Heavyweight,United States,56.2,31.4,0.7,5.8,0.75,5.7,375.0,0.03221096,2.281846749,132.9465796,113.0,80.0,0.006871672,0.570461687,1.058738216,2.894358231,10.0,508,2.455885908,8000.0,38.67536862,5.0,35.0,50.0,62.0,198.38,47.9,202.53,20685000.0,11642.0,1800.0,1760274.0,2258496.0,2382349.0,1085472.0,81.6,1.7,70758.0,7.9,100.0,100.0,100.0,100.0,100.0,0.499,20.0,80.7,52.83,73.4,0.78,59.0,72.0,17.7,59.89,19944237.56,8647069258.0,129.7186183,87680.0,433.5622874,5.31353108,3.186034237,1.029795715,0.00171405,0.04148077,0.8141516704,0.3506306359,0.3334791055,0.9683264801,0.3068666354,0.4281584507,0.4923092035,0.8972348144,0.8846232912,,"(40.7127281, -74.0060152)",7.81,93,"(40.7127281, -74.0060152)"
95,Tabriz,131.0,2.0,BusTransit Sprawl,Iran,40.0,48.0,1,11.0,0.36,32.1,7.0,0.041666667,0.349854227,11.66180758,2.0,18.0,0.107142857,2.915451895,,29.15451895,9.0,0,0.0,0.0,0.0,0.0,,,,,,,1715000.0,168.0,10200.0,205792.0,219669.0,267981.0,121174.0,73.4,4.4,6733.9,,,,,,,,,75.5,68.74,57.2,0.43,,,7.996848538,73.81,2290520.043,7299585586.0,96.58121281,13814.0,3186.868244,4.620123436,2.68784327,1.054607885,0.000294132,0.020196306,0.1122280219,0.4010361767,0.396272356,0.2640790657,0.3340510567,0.1298023059,0.550403547,0.8288020376,0.3942281458,,"(38.0739964, 46.2961952)",0.24,86,"(38.0739964, 46.2961952)"
96,Thessaloniki,106.0,10.0,MassTransit Moderate,Greece,55.0,25.0,10,10.0,1.92,6.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,25.0,33.0,33.0,96.2,25.48,83.93,825000.0,194.0,4200.0,51067.0,75382.0,114998.0,62262.0,78.0,2.9,17979.0,30.2,56.97,10.59,43.19,58.0,56.06,,,81.0,66.09,59.9,0.66,37.0,,4.1,60.54,3867157.622,4015589524.0,107.8825426,21090.0,1038.382687,5.073490814,3.039200745,1.055844717,0.000517331,0.017865351,0.0513015066,0.1033496261,0.3897605699,0.4559807926,0.5211527197,0.0505118065,0.2697574633,0.0900700709,0.4064449872,,"(40.6403167, 22.9352716)",6.7,65,"(40.6403167, 22.9352716)"
97,N'Djamena,39.0,1.0,Congested Emerging,Chad,,,,,1.08,24.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,,,,,,,1270000.0,166.0,7700.0,226461.0,334165.0,484772.0,347935.0,22.5,2.2,859.6,,,,,,,,20.9,53.1,,3.3,0.1,,,0.046305478,,,,,,,,,,,,0.0667622013,0.0121835953,0.3534372107,0.0365577311,0.259111296,0.187510617,0.6917106157,0.3470302716,0.3177512304,,"(12.1191543, 15.0502758)",16.21,31,"(12.1191543, 15.0502758)"
98,Birmingham(AL),320.0,7.0,Auto Sprawl,United States,94.8,0.7,0.1,1.1,0.6,17.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,15.0,25.0,37.0,,,,800000.0,1373.0,500.0,41605.0,94624.0,145029.0,73663.0,81.6,1.7,48405.0,5.6,71.71,26.58,70.56,74.97,120.45,0.472,29.2,75.4,40.67,66.5,0.78,40.0,72.0,25.4,,4791803.646,9150291741.0,90.41991972,30143.0,1909.571514,4.556641534,2.452224704,1.058733709,0.008906684,0.012823666,0.0141033849,0.1592530939,0.3616083132,0.6978061477,0.2767590445,0.0308182392,0.0903495103,0.7924938212,0.4179599645,,"(33.5206824, -86.8024326)",0.51,64,"(52.4796992, -1.9026911)"
99,Tel Aviv,136.0,10.0,MassTransit Moderate,Israel,43.0,28.0,13,16.0,1.84,3.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200,6.600660066,2000.0,66.00660066,2.0,,,,157.55,40.19,182.79,3030000.0,479.0,6300.0,686015.0,580102.0,685642.0,290305.0,92.1,0.7,42614.0,,80.78,39.57,65.38,91.07,90.77,,,82.5,68.57,74.7,0.7,47.0,74.0,8.818635647,51.96,1379408.492,9924607569.0,92.06490635,8907.0,7194.828528,4.135761589,2.929002727,1.054764291,0.00188386,0.03203194,0.0728603897,0.1411879075,0.3865263226,0.7174458375,0.4578872711,0.0973542482,0.40991831,0.1597633653,0.5497312337,,"(32.0804808, 34.7805274)",16.7,87,"(32.0804808, 34.7805274)"
100,Newcastle upon Tyne,265.0,10.0,MassTransit Moderate,United Kingdom,66.9,18.4,2.1,11.1,1.7,2.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12,1.509433962,60.0,7.547169811,8.0,32.0,56.0,56.0,,,,795000.0,181.0,4300.0,3296.0,-5932.0,79949.0,67735.0,82.6,2.2,35702.0,,64.37,24.38,49.34,71.95,112.59,0.39,,81.2,60.85,89.8,0.77,41.0,68.0,4.96,,1546374.992,7343383898.0,90.12034453,9683.0,4748.773058,4.589999303,2.396471163,1.068090112,0.003281877,0.00123775,0.0474575301,0.1401126193,0.4494335293,0.6483962025,0.4124554922,0.013075694,0.3676611121,0.1440156429,0.4317363326,,"(54.9738474, -1.6131572)",4.61,75,"(54.9738474, -1.6131572)"
101,Ottawa,38.0,10.0,MassTransit Moderate,Canada,63.8,20.0,2.2,6.3,1.03,3.6,0.0,0.0,0.0,0.0,0.0,58.89,0.117310757,5.643564356,92.67326733,65.34653465,35.0,0,0.0,0.0,0.0,0.0,28.0,44.0,63.0,157.84,39.22,162.14,1010000.0,502.0,1900.0,160678.0,112082.0,196636.0,106409.0,81.8,1.8,44149.0,6.5,67.49,30.4,60.5,75.14,122.06,0.44,,82.2,79.04,94.7,0.78,42.0,67.0,12.5,16.73,,,,,,,,,,,0.0946006032,1.0,0.3738180099,0.7473180523,0.4214271954,0.0320525041,0.3267601212,0.4553924684,0.4345873345,,"(45.421106, -75.690308)",-3.0,93,"(45.421106, -75.690308)"
102,Valencia(VZL),326.0,2.0,BusTransit Sprawl,Venezuela,62.0,21.0,1,16.0,0.01,37.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,,,,,,,1495000.0,363.0,4100.0,338468.0,429062.0,427564.0,195667.0,89.0,0.6,13709.0,,,,,,,0.48,,74.1,,61.5,0.47,,45.0,6.128008629,,2604630.118,5901171724.0,93.0424419,17012.0,2265.646735,4.273104654,3.069095477,1.054140529,0.001227119,0.038416268,0.0425817464,0.1286848791,0.4008047563,0.298606317,0.2588462523,0.0888300615,0.5149932561,1.0,0.4181232548,,"(43.4895549, -8.2186296)",9.6,100,"(39.4697065, -0.3763353)"
103,Osaka-Kobe-Kyoto,144.0,9.0,MassTransit Heavyweight,Japan,12.8,37.7,23.5,24.0,1.34,4.7,191.7,0.059682441,1.071533706,69.85575508,84.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0.029437739,,,,,,,,,,16985000.0,3212.0,5300.0,175815.0,263428.0,663985.0,64525.0,93.5,2.8,35902.0,4.3,,,,,,,,83.7,,90.6,0.75,46.0,39.0,7.1,,9095691.965,16902043209.0,67.35853167,79922.0,1858.247099,5.623637868,3.110959125,1.031146978,0.000457859,0.018597869,0.5596601745,0.1614907322,0.3413737347,0.7149394988,0.4708604698,0.128390546,0.5958364775,0.3967364583,0.9084001354,37.4,"(34.80386944999999, 135.51566283471678)",1.98,87,"(34.80386944999999, 135.51566283471678)"
104,Lyon,92.0,10.0,MassTransit Moderate,France,44.0,19.0,2,34.0,1.85,5.1,32.0,0.027164686,2.44648318,121.0397554,39.0,19.0,0.016129032,0.611620795,0.305810398,0.862385321,12.0,346,21.16207951,3200.0,195.7186544,13.0,29.0,55.0,55.0,,,,1635000.0,1178.0,1400.0,96647.0,109232.0,211227.0,102785.0,79.5,2.2,56464.0,8.6,80.29,23.52,75.47,73.89,105.06,,,82.4,58.47,83.3,0.72,46.0,49.0,7.1,,1325889.958,12025304162.0,107.7083637,7358.0,9069.609504,4.362665372,3.008132055,1.058278365,0.0031716,0.013407942,0.3710485798,0.2703047984,0.5812815694,0.6959111791,0.4323861382,0.0415682474,0.3945025689,0.0966554993,0.6619117801,,"(45.7578137, 4.8320114)",-3.72,86,"(45.7578137, 4.8320114)"
105,Warsaw,200.0,6.0,Hybrid Giant,Poland,24.0,54.0,1,21.0,1.41,9.2,29.0,0.053308824,1.189427313,65.0660793,22.0,0.0,0.0,0.0,0.0,0.0,0.0,15,0.660792952,140.0,6.167400881,6.0,37.0,65.0,72.0,137.25,37.31,115.55,2270000.0,544.0,4200.0,37880.0,51341.0,74377.0,57973.0,60.5,0.9,28910.0,8.0,42.28,20.21,32.25,36.47,78.53,0.31,,77.55,73.8,65.0,0.59,43.0,41.0,8.3,46.25,5142755.613,5971617836.0,145.9765999,20505.0,1161.170836,4.827435186,2.760372268,1.041783146,0.001620063,0.0,0.3018249315,0.0865067877,0.4570274999,0.42428836,0.4428640367,0.043229342,0.5845378791,0.3475001981,0.4212885015,51.4,"(52.2319581, 21.0067249)",-4.0,92,"(52.2319581, 21.0067249)"
106,Indianapolis(IN),296.0,7.0,Auto Sprawl,United States,91.9,0.7,0.3,1.6,0.67,12.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25,1.519756839,300.0,18.23708207,4.0,11.0,19.0,29.0,,,,1645000.0,1829.0,800.0,306318.0,324716.0,274497.0,135310.0,81.6,1.7,58670.0,6.9,74.61,30.53,78.29,65.97,97.02,0.44,20.6,77.6,42.15,76.4,0.78,43.0,72.0,12.9,37.33,7493883.581,7682621255.0,158.1755616,26717.0,1025.185563,5.203420928,2.787494081,1.071291338,0.010077687,0.023969493,0.0264575926,0.1577257751,0.3885851745,0.7311227128,0.337893692,0.0560139311,0.0803717601,0.7310017745,0.4046964212,,"(39.9162861, -86.05267778244621)",-4.76,100,"(39.9162861, -86.05267778244621)"
107,Tijuana,169.0,2.0,BusTransit Sprawl,Mexico,38.0,44.0,1,17.0,0.89,15.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,,,,,,,1410000.0,466.0,3000.0,526730.0,469559.0,541742.0,190565.0,79.2,2.6,14835.0,5.3,32.4,7.82,30.06,29.94,56.11,0.46,40.0,76.7,50.7,49.2,0.5,,35.0,1.4,,7182403.502,6714362117.0,117.2905399,34461.0,934.8349915,5.23467211,2.805720577,1.065531762,0.002804361,0.027301419,0.0646625153,0.1237241163,0.4283224741,0.2913906666,0.2848228488,0.1168402629,0.5610566377,0.5849086046,0.4077005765,,"(32.5010188, -116.9646629)",13.36,19,"(32.5010188, -116.9646629)"
108,Valencia,236.0,10.0,MassTransit Moderate,Spain,32.0,23.0,4,41.0,1.54,3.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,276,17.57961783,2400.0,152.866242,8.0,23.0,31.0,32.0,,,,1570000.0,272.0,5800.0,19161.0,3912.0,38508.0,52159.0,79.6,2.1,27578.0,27.7,53.53,17.43,43.14,50.5,86.64,,,82.8,69.87,74.8,0.67,40.0,71.0,5.4,46.53,2604630.118,5901171724.0,93.0424419,17012.0,2265.646735,4.273104654,3.069095477,1.054140529,0.001227119,0.038416268,0.0771467889,0.1281404864,0.5577613901,0.5187607192,0.4772131707,0.0458128331,0.2707847424,0.1369281592,0.4113322714,,"(39.4697065, -0.3763353)",10.95,93,"(39.4697065, -0.3763353)"
